home_team,away_team,home_win,draw,away_win,zero_zero,zero_one,zero_two,zero_three,zero_four,one_zero,one_one,one_two,one_three,one_four,two_zero,two_one,two_two,two_three,two_four,three_zero,three_one,three_two,three_three,three_four,four_zero,four_one,four_two,four_three,four_four
Equador,Argélia,46.112,31.918,21.97,17.283,11.226,3.89,0.877,0.171,18.553,12.15,3.981,0.938,0.175,10.435,6.752,2.257,0.497,0.101,3.885,2.647,0.875,0.216,0.028,1.158,0.764,0.268,0.065,0.011
Equador,Jordânia,58.064,26.355,15.581,12.591,7.535,2.399,0.518,0.099,18.084,10.943,3.391,0.775,0.116,13.385,7.84,2.525,0.549,0.081,6.652,4.014,1.265,0.278,0.062,2.538,1.576,0.516,0.109,0.017
Equador,Portugal,26.723,31.4,41.877,15.697,16.275,8.92,3.343,1.034,12.043,12.596,6.963,2.593,0.701,4.985,5.043,2.786,1.032,0.285,1.438,1.416,0.772,0.309,0.078,0.29,0.316,0.18,0.063,0.011
Equador,Colômbia,25.812,31.756,42.432,16.339,16.771,9.185,3.458,1.038,12.137,12.506,6.836,2.462,0.747,4.646,4.931,2.627,0.963,0.266,1.317,1.239,0.677,0.263,0.078,0.278,0.258,0.147,0.053,0.021
Equador,Uzbequistão,45.405,35.738,18.857,23.586,11.659,2.965,0.533,0.083,21.816,10.713,2.78,0.451,0.071,10.626,5.253,1.366,0.245,0.037,3.493,1.777,0.446,0.072,0.008,0.991,0.483,0.109,0.018,0.001
Equador,República Democrática do Congo,47.438,36.613,15.949,25.473,10.465,2.36,0.36,0.042,23.738,9.978,2.165,0.321,0.041,11.337,4.769,1.116,0.163,0.013,3.761,1.622,0.314,0.046,0.008,0.991,0.411,0.083,0.02,0.0
Equador,Inglaterra,20.078,34.425,45.497,21.28,20.813,10.491,3.541,1.048,11.558,11.35,5.811,2.047,0.546,3.342,3.245,1.656,0.565,0.162,0.674,0.611,0.319,0.132,0.032,0.11,0.111,0.048,0.017,0.007
Equador,Croácia,32.305,34.884,32.811,19.846,15.849,6.609,1.934,0.426,15.831,12.669,5.146,1.553,0.309,6.357,5.238,2.164,0.632,0.133,1.769,1.446,0.592,0.195,0.038,0.395,0.32,0.137,0.046,0.01
Equador,Gana,62.882,25.059,12.059,13.063,6.534,1.654,0.3,0.03,19.518,9.804,2.596,0.445,0.065,15.074,7.344,1.981,0.344,0.051,7.95,4.045,1.022,0.202,0.023,3.23,1.659,0.443,0.081,0.009
Equador,Panamá,57.027,26.971,16.002,13.283,8.078,2.472,0.506,0.074,18.565,11.044,3.382,0.707,0.106,12.965,7.724,2.377,0.493,0.083,6.586,3.793,1.162,0.252,0.041,2.446,1.403,0.461,0.104,0.014
Costa do Marfim,Países Baixos,10.613,18.194,71.193,6.331,13.005,13.679,9.642,5.344,4.19,8.327,8.836,6.268,3.474,1.417,2.902,2.992,2.141,1.189,0.336,0.659,0.684,0.495,0.27,0.057,0.106,0.1,0.083,0.045
Costa do Marfim,Japão,11.15,19.946,68.904,7.619,14.234,14.171,9.273,4.834,4.72,8.991,8.675,5.827,2.983,1.497,2.945,2.872,1.876,0.964,0.319,0.624,0.618,0.433,0.228,0.057,0.12,0.113,0.069,0.028
Costa do Marfim,Tunísia,29.823,33.27,36.907,17.525,16.023,7.55,2.487,0.688,13.74,13.01,6.272,1.995,0.471,5.786,5.343,2.513,0.797,0.218,1.645,1.555,0.703,0.217,0.056,0.314,0.33,0.154,0.052,0.005
Costa do Marfim,Suécia,28.894,25.061,46.045,6.789,10.05,7.648,4.143,1.667,7.657,11.61,8.843,4.715,2.037,4.508,6.724,5.345,2.807,1.174,1.874,2.788,2.095,1.152,0.468,0.564,0.86,0.63,0.336,0.156
Costa do Marfim,Bélgica,14.535,23.76,61.705,10.121,16.337,13.301,7.428,3.35,6.528,10.396,8.657,4.801,2.2,2.149,3.46,2.838,1.647,0.701,0.483,0.809,0.622,0.37,0.155,0.093,0.133,0.142,0.062,0.034
Costa do Marfim,Egito,30.181,31.809,38.01,15.51,15.306,7.879,2.709,0.694,13.284,13.07,6.624,2.386,0.619,5.794,5.587,2.921,0.999,0.27,1.721,1.666,0.867,0.295,0.089,0.385,0.386,0.187,0.066,0.013
Costa do Marfim,Irã,31.592,28.077,40.331,10.509,12.403,7.748,3.267,1.029,10.747,12.801,7.979,3.351,1.043,5.588,6.796,4.027,1.765,0.577,2.057,2.472,1.498,0.683,0.192,0.597,0.684,0.439,0.153,0.055
Costa do Marfim,Nova Zelândia,39.799,29.531,30.67,12.461,11.585,5.816,1.938,0.472,13.782,13.064,6.28,2.061,0.548,8.03,7.273,3.484,1.143,0.31,3.186,2.836,1.42,0.484,0.129,1.008,0.859,0.455,0.124,0.037
Costa do Marfim,Espanha,5.041,12.493,82.466,4.624,11.536,14.676,13.075,8.791,2.233,5.781,7.246,6.185,4.257,0.564,1.427,1.805,1.609,1.009,0.103,0.256,0.337,0.252,0.186,0.008,0.032,0.031,0.038,0.028
Costa do Marfim,Uruguai,13.905,27.767,58.328,15.394,20.423,14.038,6.74,2.464,7.583,10.298,7.148,3.336,1.251,2.074,2.772,1.918,0.888,0.335,0.388,0.504,0.344,0.151,0.052,0.065,0.076,0.045,0.033,0.006
Costa do Marfim,Arábia Saudita,38.195,32.232,29.573,16.011,13.235,5.58,1.688,0.343,15.841,13.184,5.509,1.595,0.365,7.876,6.41,2.779,0.789,0.182,2.737,2.296,0.982,0.24,0.068,0.713,0.592,0.239,0.083,0.017
Costa do Marfim,Cabo Verde,45.632,28.931,25.437,12.446,10.488,4.507,1.248,0.295,15.201,12.706,5.503,1.605,0.321,9.645,7.878,3.334,0.954,0.238,4.015,3.411,1.47,0.417,0.088,1.312,1.107,0.431,0.108,0.027
Costa do Marfim,França,7.809,16.996,75.195,7.055,14.627,15.302,11.461,6.3,3.724,7.559,8.17,5.86,3.234,1.003,1.946,2.098,1.497,0.886,0.18,0.381,0.377,0.26,0.172,0.021,0.06,0.049,0.043,0.023
Costa do Marfim,Senegal,19.073,26.74,54.187,11.422,16.154,11.63,5.785,2.139,8.196,11.645,8.626,4.161,1.59,3.135,4.285,3.212,1.474,0.601,0.788,1.109,0.791,0.424,0.142,0.18,0.255,0.151,0.063,0.035
Costa do Marfim,Noruega,13.268,19.07,67.662,5.513,11.382,11.821,8.439,4.611,4.384,8.893,9.376,6.564,3.662,1.778,3.647,3.779,2.702,1.531,0.48,1.021,1.085,0.791,0.399,0.118,0.205,0.23,0.149,0.088
Costa do Marfim,Iraque,36.476,30.815,32.709,14.222,13.074,6.333,2.11,0.565,13.991,13.053,6.296,2.065,0.543,7.233,6.896,3.144,1.005,0.26,2.564,2.436,1.14,0.375,0.086,0.726,0.613,0.313,0.082,0.02
Costa do Marfim,Argentina,5.751,15.594,78.655,7.443,15.584,17.023,12.925,7.354,3.064,6.516,7.067,5.383,3.078,0.66,1.4,1.477,1.112,0.648,0.1,0.205,0.219,0.151,0.083,0.017,0.026,0.031,0.015,0.007
Costa do Marfim,Áustria,18.266,25.659,56.075,10.68,15.671,12.131,6.123,2.483,7.604,11.3,8.567,4.498,1.779,2.912,4.36,3.187,1.642,0.688,0.702,1.095,0.805,0.441,0.166,0.145,0.226,0.187,0.096,0.047
Costa do Marfim,Argélia,25.128,27.907,46.965,10.916,14.342,9.481,4.298,1.56,9.614,12.601,8.298,3.828,1.289,4.286,5.619,3.778,1.711,0.628,1.306,1.775,1.16,0.552,0.174,0.305,0.42,0.266,0.12,0.057
Costa do Marfim,Jordânia,35.719,27.074,37.207,8.928,10.809,6.687,2.74,0.956,10.668,12.447,7.759,3.232,1.092,6.338,7.66,4.792,2.015,0.65,2.498,3.176,1.799,0.806,0.25,0.829,0.998,0.614,0.299,0.091
Costa do Marfim,Portugal,9.825,18.046,72.129,6.226,13.024,13.725,10.105,5.452,3.919,8.361,8.826,6.218,3.562,1.307,2.706,2.911,2.099,1.156,0.286,0.588,0.622,0.493,0.277,0.05,0.099,0.109,0.082,0.046
Costa do Marfim,Colômbia,9.673,18.025,72.302,6.541,13.229,14.137,10.085,5.679,3.998,8.158,8.713,6.266,3.403,1.23,2.641,2.827,1.948,1.035,0.275,0.54,0.588,0.446,0.223,0.046,0.096,0.111,0.079,0.052
Costa do Marfim,Uzbequistão,27.586,32.582,39.832,17.217,16.76,8.472,3.027,0.733,13.085,12.595,6.311,2.219,0.61,5.161,4.955,2.492,0.875,0.236,1.438,1.291,0.688,0.25,0.074,0.318,0.294,0.143,0.057,0.028
Costa do Marfim,República Democrática do Congo,30.795,34.834,34.371,19.811,16.374,7.06,2.006,0.456,15.253,12.658,5.498,1.601,0.355,6.097,4.966,2.189,0.621,0.136,1.666,1.328,0.53,0.169,0.039,0.336,0.299,0.133,0.032,0.007
Costa do Marfim,Inglaterra,7.538,18.307,74.155,8.773,16.914,16.841,11.176,5.962,4.009,7.599,7.507,5.152,2.69,0.888,1.801,1.76,1.192,0.568,0.147,0.279,0.278,0.159,0.104,0.026,0.045,0.034,0.018,0.016
Costa do Marfim,Croácia,14.779,23.896,61.325,10.224,16.52,13.16,7.471,3.114,6.668,10.461,8.758,4.744,2.132,2.222,3.378,2.798,1.612,0.681,0.523,0.845,0.645,0.381,0.152,0.097,0.153,0.117,0.055,0.031
Costa do Marfim,Gana,42.055,27.87,30.075,10.356,10.419,5.357,1.892,0.506,12.849,12.62,6.491,2.293,0.656,8.056,8.093,4.198,1.456,0.374,3.54,3.51,1.724,0.624,0.173,1.165,1.17,0.615,0.205,0.067
Costa do Marfim,Panamá,34.782,27.538,37.68,9.488,11.315,6.927,2.877,0.973,10.855,12.828,7.764,3.257,1.02,6.268,7.317,4.398,1.787,0.61,2.412,2.981,1.76,0.75,0.221,0.71,0.914,0.525,0.239,0.068
Curaçao,Países Baixos,3.1,8.124,88.776,2.367,7.416,11.637,12.72,10.592,1.157,3.818,5.914,6.49,5.295,0.308,1.002,1.578,1.637,1.391,0.055,0.165,0.262,0.329,0.242,0.008,0.022,0.055,0.044,0.029
Curaçao,Japão,3.734,9.633,86.633,3.215,8.879,13.128,13.047,10.111,1.537,4.434,6.39,6.389,4.864,0.395,1.121,1.673,1.634,1.216,0.072,0.194,0.296,0.281,0.231,0.006,0.026,0.035,0.037,0.03
Curaçao,Tunísia,16.404,26.513,57.083,12.538,17.516,13.004,6.502,2.41,7.936,11.096,8.135,4.066,1.522,2.53,3.605,2.542,1.349,0.476,0.56,0.766,0.566,0.32,0.126,0.095,0.14,0.102,0.044,0.016
Curaçao,Suécia,13.041,16.929,70.03,3.718,8.558,9.924,8.178,5.282,3.46,7.726,9.118,7.29,4.639,1.617,3.629,4.191,3.32,2.04,0.513,1.142,1.367,1.118,0.688,0.122,0.269,0.347,0.273,0.155
Curaçao,Bélgica,5.506,13.042,81.452,4.86,11.744,14.916,12.721,8.341,2.395,5.906,7.227,6.325,4.183,0.606,1.61,1.97,1.631,1.054,0.137,0.26,0.334,0.284,0.198,0.011,0.033,0.057,0.039,0.022
Curaçao,Egito,16.018,24.998,58.984,10.861,16.458,13.003,6.89,2.869,7.354,10.821,8.413,4.506,1.868,2.358,3.719,2.918,1.555,0.629,0.557,0.869,0.67,0.368,0.181,0.087,0.149,0.105,0.065,0.029
Curaçao,Irã,15.745,21.423,62.832,6.657,12.407,11.734,7.339,3.666,5.553,10.054,9.321,6.162,2.832,2.239,4.191,3.933,2.595,1.254,0.633,1.113,1.052,0.692,0.344,0.142,0.267,0.217,0.142,0.083
Curaçao,Nova Zelândia,22.755,25.761,51.484,9.326,13.704,10.212,5.255,2.001,8.248,11.798,8.785,4.454,1.762,3.701,5.336,3.946,2.013,0.828,1.141,1.659,1.267,0.61,0.247,0.276,0.417,0.267,0.146,0.076
Curaçao,Espanha,1.204,4.066,94.73,1.317,4.859,9.505,12.368,12.546,0.499,1.894,3.584,4.887,4.913,0.118,0.401,0.712,0.985,0.918,0.005,0.049,0.106,0.129,0.121,0.0,0.002,0.011,0.011,0.013
Curaçao,Uruguai,5.984,16.458,77.558,8.177,16.641,17.467,12.511,6.968,3.254,6.73,6.994,4.979,2.7,0.669,1.465,1.412,1.066,0.524,0.103,0.201,0.217,0.13,0.08,0.016,0.021,0.02,0.012,0.008
Curaçao,Arábia Saudita,22.439,28.614,48.947,12.838,15.971,10.507,4.586,1.618,9.584,12.254,8.055,3.581,1.283,3.809,4.933,3.106,1.371,0.493,1.066,1.31,0.868,0.388,0.136,0.207,0.25,0.18,0.081,0.027
Curaçao,Cabo Verde,28.032,27.773,44.195,10.497,13.23,8.668,3.865,1.333,9.929,12.612,8.215,3.707,1.227,5.003,6.176,3.996,1.785,0.633,1.639,2.081,1.369,0.619,0.229,0.428,0.511,0.323,0.174,0.045
Curaçao,França,2.227,7.012,90.761,2.549,8.044,12.908,14.285,11.796,1.046,3.207,5.271,5.669,4.654,0.214,0.647,1.065,1.161,0.962,0.031,0.087,0.145,0.175,0.128,0.003,0.009,0.018,0.021,0.015
Curaçao,Senegal,8.158,16.305,75.537,6.111,13.61,14.582,11.065,6.315,3.492,7.49,8.481,6.217,3.615,1.046,2.219,2.35,1.806,1.058,0.197,0.461,0.474,0.325,0.228,0.03,0.056,0.078,0.057,0.025
Curaçao,Noruega,4.41,9.114,86.476,2.211,6.778,10.348,11.161,9.427,1.402,4.204,6.505,6.952,5.815,0.423,1.464,2.124,2.177,1.959,0.098,0.298,0.438,0.502,0.427,0.01,0.061,0.078,0.093,0.065
Curaçao,Iraque,20.546,26.299,53.155,10.387,14.91,11.111,5.563,2.205,8.229,11.957,8.73,4.217,1.682,3.384,4.779,3.465,1.754,0.702,0.89,1.349,0.947,0.452,0.176,0.199,0.298,0.197,0.104,0.038
Curaçao,Argentina,1.568,6.013,92.419,2.539,8.252,13.478,15.206,13.012,0.818,2.633,4.435,4.814,4.13,0.149,0.443,0.733,0.824,0.682,0.012,0.044,0.075,0.096,0.071,0.002,0.006,0.012,0.005,0.012
Curaçao,Áustria,7.426,15.566,77.008,5.58,12.314,14.433,11.416,7.0,3.071,7.138,8.136,6.511,3.951,0.864,2.121,2.416,1.781,1.088,0.185,0.433,0.5,0.397,0.195,0.029,0.067,0.056,0.072,0.029
Curaçao,Argélia,11.915,19.186,68.899,6.5,12.678,13.181,9.208,4.848,4.453,8.912,9.179,6.219,3.415,1.7,3.223,3.197,2.172,1.157,0.398,0.81,0.791,0.53,0.304,0.077,0.133,0.11,0.12,0.044
Curaçao,Jordânia,18.226,21.676,60.098,6.078,11.056,10.425,6.625,3.372,5.474,10.07,9.443,6.21,3.1,2.683,4.788,4.468,2.917,1.36,0.821,1.545,1.421,0.951,0.483,0.225,0.364,0.364,0.229,0.106
Curaçao,Portugal,2.882,7.845,89.273,2.433,7.31,11.864,12.768,10.786,1.166,3.601,5.752,6.392,5.294,0.261,0.925,1.505,1.597,1.414,0.043,0.154,0.229,0.278,0.25,0.002,0.018,0.036,0.034,0.026
Curaçao,Colômbia,2.885,7.728,89.387,2.389,7.485,11.984,12.992,10.927,1.144,3.651,5.762,6.239,5.134,0.285,0.889,1.412,1.491,1.27,0.056,0.151,0.247,0.244,0.23,0.008,0.022,0.034,0.031,0.029
Curaçao,Uzbequistão,14.687,25.055,60.258,11.807,17.772,13.691,7.114,2.997,7.048,10.436,8.072,4.3,1.81,2.207,3.307,2.52,1.335,0.512,0.451,0.733,0.537,0.275,0.11,0.083,0.123,0.09,0.053,0.016
Curaçao,República Democrática do Congo,17.329,28.868,53.803,14.865,19.1,12.295,5.641,1.925,8.859,11.446,7.483,3.336,1.178,2.805,3.433,2.329,1.034,0.366,0.555,0.768,0.51,0.214,0.086,0.101,0.137,0.078,0.031,0.013
Curaçao,Inglaterra,2.269,7.849,89.882,3.332,9.947,14.756,15.021,11.792,1.169,3.446,5.321,5.264,4.183,0.229,0.616,0.941,1.003,0.765,0.019,0.079,0.113,0.12,0.107,0.001,0.004,0.015,0.019,0.01
Curaçao,Croácia,5.76,13.443,80.797,5.113,12.068,14.895,12.481,8.084,2.48,6.034,7.49,6.31,4.117,0.651,1.682,1.958,1.69,1.068,0.11,0.304,0.35,0.312,0.178,0.019,0.04,0.056,0.049,0.025
Curaçao,Gana,23.75,24.842,51.408,7.915,12.176,9.346,5.163,2.195,7.617,11.409,9.258,4.849,2.046,3.766,5.773,4.572,2.387,1.034,1.264,1.908,1.56,0.843,0.327,0.344,0.525,0.375,0.212,0.098
Curaçao,Panamá,18.082,22.091,59.827,6.434,11.534,10.73,6.847,3.203,5.762,10.36,9.559,5.783,2.897,2.596,4.716,4.354,2.75,1.339,0.82,1.448,1.425,0.841,0.411,0.201,0.335,0.289,0.195,0.093
Países Baixos,Bélgica,44.33,25.326,30.344,7.328,8.407,4.999,1.945,0.576,10.457,11.905,7.099,2.736,0.818,7.74,8.765,4.994,1.962,0.66,3.921,4.423,2.514,0.964,0.307,1.511,1.704,0.984,0.352,0.128
Países Baixos,Egito,65.978,20.89,13.132,7.501,5.162,1.806,0.436,0.087,13.601,9.556,3.455,0.87,0.157,12.986,9.109,3.234,0.818,0.143,8.401,5.903,2.066,0.54,0.108,4.366,3.1,1.0,0.269,0.054
Países Baixos,Irã,70.58,17.129,12.291,4.329,3.528,1.517,0.437,0.11,9.548,7.818,3.525,1.058,0.235,10.967,9.058,3.982,1.194,0.247,8.613,7.225,3.097,0.874,0.23,5.118,4.344,1.877,0.551,0.114
Países Baixos,Nova Zelândia,77.693,14.302,8.005,4.127,2.924,0.965,0.221,0.046,10.045,6.705,2.257,0.531,0.107,12.665,8.151,2.848,0.639,0.133,10.515,7.092,2.43,0.557,0.114,6.998,4.692,1.616,0.381,0.061
Países Baixos,Espanha,23.142,22.59,54.268,5.314,9.481,8.68,5.417,2.566,5.879,10.484,9.399,5.835,2.889,3.311,5.809,5.314,3.288,1.551,1.277,2.207,2.055,1.301,0.605,0.36,0.66,0.574,0.378,0.159
Países Baixos,Uruguai,39.953,29.502,30.545,12.352,11.562,5.653,1.838,0.5,13.618,13.131,6.283,2.116,0.502,8.044,7.396,3.544,1.238,0.295,3.195,2.943,1.466,0.446,0.121,0.968,0.921,0.451,0.161,0.028
Países Baixos,Arábia Saudita,75.022,16.57,8.408,6.137,3.657,0.993,0.235,0.042,13.328,7.466,2.239,0.424,0.079,14.524,8.567,2.54,0.523,0.092,10.961,6.343,1.908,0.402,0.07,6.259,3.552,1.075,0.223,0.022
Países Baixos,Cabo Verde,82.596,11.935,5.469,3.611,2.068,0.608,0.116,0.022,9.449,5.633,1.649,0.34,0.058,12.985,7.492,2.215,0.441,0.065,12.021,6.891,2.02,0.416,0.063,8.48,5.017,1.498,0.3,0.055
Países Baixos,França,29.598,25.255,45.147,6.99,10.348,7.78,4.031,1.517,8.051,11.82,8.935,4.505,1.843,4.726,6.879,5.23,2.542,1.073,1.926,2.739,2.03,1.072,0.398,0.587,0.851,0.656,0.339,0.126
Países Baixos,Senegal,52.797,24.053,23.15,6.926,7.02,3.575,1.258,0.353,11.323,11.409,5.561,2.066,0.577,9.47,9.331,4.679,1.614,0.429,5.286,5.293,2.683,0.917,0.258,2.276,2.339,1.12,0.386,0.109
Países Baixos,Noruega,45.929,22.241,31.83,3.819,5.44,4.094,2.088,0.817,6.737,9.655,7.156,3.57,1.406,6.083,8.708,6.439,3.205,1.314,3.761,5.376,3.942,1.931,0.789,1.634,2.58,1.862,0.95,0.349
Países Baixos,Iraque,74.161,16.577,9.262,5.283,3.547,1.169,0.249,0.05,11.854,7.725,2.597,0.587,0.103,13.18,8.754,2.984,0.682,0.11,10.355,6.813,2.223,0.518,0.092,6.134,3.945,1.393,0.289,0.063
Países Baixos,Argentina,22.944,25.193,51.863,8.364,13.024,9.84,5.305,2.089,7.768,11.705,8.925,4.775,1.965,3.631,5.503,4.324,2.288,0.902,1.209,1.818,1.373,0.728,0.269,0.297,0.455,0.339,0.181,0.068
Países Baixos,Áustria,51.053,24.078,24.869,6.683,7.06,3.891,1.398,0.389,10.762,11.344,6.041,2.165,0.607,8.94,9.364,4.876,1.907,0.515,4.965,5.193,2.738,1.053,0.287,2.19,2.245,1.19,0.429,0.11
Países Baixos,Argélia,62.595,20.451,16.954,5.371,4.957,2.35,0.746,0.183,10.599,9.552,4.515,1.482,0.373,10.397,9.481,4.398,1.433,0.36,7.177,6.51,3.024,1.001,0.241,3.737,3.501,1.583,0.504,0.119
Países Baixos,Jordânia,75.714,14.483,9.803,3.072,2.655,1.128,0.317,0.076,7.618,6.563,2.774,0.852,0.178,10.09,8.521,3.715,1.102,0.256,9.23,7.675,3.361,0.995,0.233,6.376,5.226,2.367,0.657,0.126
Países Baixos,Portugal,36.794,24.254,38.952,5.33,7.823,5.891,3.001,1.114,7.488,11.086,8.195,4.243,1.686,5.491,7.997,6.051,3.056,1.245,2.646,3.916,3.062,1.524,0.571,0.991,1.578,1.178,0.571,0.238
Países Baixos,Colômbia,35.297,24.346,40.357,5.636,8.336,6.362,3.066,1.233,7.649,11.123,8.416,4.303,1.735,5.274,7.721,5.932,2.935,1.152,2.655,3.718,2.873,1.422,0.573,0.941,1.273,1.029,0.537,0.216
Países Baixos,Uzbequistão,62.436,22.68,14.884,8.811,6.179,2.192,0.525,0.103,14.916,10.205,3.706,0.912,0.191,12.895,8.967,3.2,0.744,0.151,7.627,5.256,1.904,0.436,0.078,3.497,2.37,0.89,0.223,0.028
Países Baixos,República Democrática do Congo,65.697,22.211,12.092,9.747,5.684,1.697,0.37,0.044,16.519,9.66,2.883,0.609,0.101,14.568,8.272,2.466,0.523,0.09,8.689,5.092,1.519,0.313,0.043,4.044,2.362,0.663,0.153,0.024
Países Baixos,Inglaterra,27.443,26.532,46.025,8.947,12.483,8.678,4.095,1.529,8.964,12.284,8.634,4.177,1.535,4.609,6.333,4.459,2.195,0.777,1.613,2.229,1.495,0.77,0.288,0.435,0.636,0.431,0.208,0.067
Países Baixos,Croácia,44.949,25.582,29.469,7.4,8.443,4.787,1.824,0.526,10.747,11.978,6.757,2.677,0.768,7.761,8.843,5.073,2.025,0.591,3.931,4.493,2.542,1.006,0.339,1.483,1.673,1.021,0.378,0.115
Países Baixos,Gana,80.694,12.436,6.87,3.104,2.146,0.795,0.201,0.04,8.253,5.699,2.075,0.485,0.098,11.407,8.07,2.885,0.682,0.118,10.549,7.414,2.664,0.666,0.124,7.535,5.385,1.835,0.447,0.072
Países Baixos,Panamá,74.661,15.241,10.098,3.319,2.804,1.166,0.371,0.07,8.147,6.965,2.904,0.831,0.178,10.427,8.693,3.809,1.088,0.259,9.055,7.639,3.318,0.998,0.215,6.129,5.142,2.154,0.626,0.137
Japão,Bélgica,42.431,26.636,30.933,8.708,9.403,5.275,2.044,0.57,11.569,12.29,6.982,2.703,0.793,7.675,8.439,4.71,1.758,0.505,3.56,3.772,2.199,0.824,0.249,1.241,1.423,0.778,0.266,0.097
Japão,Egito,63.75,22.424,13.826,8.785,5.863,1.99,0.457,0.092,15.12,10.028,3.54,0.827,0.15,13.14,8.866,3.15,0.648,0.122,8.004,5.426,1.845,0.422,0.074,3.667,2.508,0.91,0.209,0.035
Japão,Irã,67.853,18.725,13.422,5.209,4.128,1.753,0.556,0.136,10.83,8.744,3.768,1.075,0.234,11.59,9.323,3.806,1.119,0.273,8.352,6.704,2.876,0.848,0.186,4.618,3.764,1.596,0.448,0.109
Japão,Nova Zelândia,75.446,15.819,8.735,5.021,3.354,1.091,0.233,0.04,11.718,7.394,2.476,0.55,0.086,13.43,8.487,2.842,0.649,0.106,10.666,6.577,2.183,0.513,0.093,6.278,4.025,1.345,0.313,0.044
Japão,Espanha,21.947,23.364,54.689,6.347,10.834,9.247,5.688,2.574,6.265,10.934,9.496,5.637,2.674,3.287,5.547,4.867,2.948,1.351,1.163,1.978,1.691,1.06,0.453,0.292,0.491,0.484,0.292,0.14
Japão,Uruguai,38.066,30.894,31.04,13.888,12.546,5.898,1.875,0.443,14.551,13.265,6.118,1.957,0.468,7.642,6.911,3.281,1.011,0.289,2.755,2.528,1.142,0.432,0.101,0.833,0.72,0.369,0.112,0.026
Japão,Arábia Saudita,72.288,18.478,9.234,7.439,4.196,1.203,0.235,0.044,14.562,8.246,2.401,0.474,0.054,15.05,8.406,2.445,0.48,0.078,10.578,5.898,1.737,0.312,0.041,5.58,3.085,0.924,0.157,0.035
Japão,Cabo Verde,80.348,13.434,6.218,4.527,2.632,0.668,0.145,0.033,11.229,6.283,1.791,0.32,0.046,13.952,7.619,2.225,0.414,0.067,11.942,6.607,1.948,0.363,0.058,7.937,4.378,1.283,0.243,0.03
Japão,França,28.108,25.657,46.235,8.172,11.498,8.526,4.178,1.561,8.661,11.892,8.785,4.427,1.664,4.589,6.486,4.631,2.37,0.887,1.755,2.376,1.813,0.865,0.327,0.465,0.663,0.485,0.261,0.09
Japão,Senegal,50.302,25.773,23.925,8.508,7.776,3.874,1.251,0.34,12.43,11.943,5.747,1.913,0.481,9.425,8.973,4.447,1.577,0.39,4.977,4.617,2.328,0.788,0.199,2.004,1.929,0.902,0.28,0.083
Japão,Noruega,43.832,22.991,33.177,4.671,6.494,4.665,2.226,0.819,7.399,10.291,7.386,3.546,1.377,6.341,8.552,6.049,3.076,1.125,3.649,4.982,3.476,1.685,0.619,1.602,2.216,1.565,0.743,0.265
Japão,Iraque,71.455,18.498,10.047,6.573,4.102,1.304,0.308,0.067,13.401,8.57,2.705,0.559,0.108,13.869,8.595,2.846,0.65,0.114,9.987,6.223,2.012,0.462,0.074,5.404,3.538,1.083,0.213,0.045
Japão,Argentina,21.905,25.963,52.132,9.651,14.155,10.359,5.295,2.093,8.191,11.841,8.711,4.518,1.835,3.552,5.098,3.853,2.02,0.772,1.124,1.519,1.157,0.571,0.194,0.249,0.369,0.277,0.128,0.045
Japão,Áustria,48.569,25.621,25.81,8.121,7.947,4.215,1.498,0.393,11.747,11.773,6.093,2.212,0.591,8.925,8.896,4.798,1.649,0.487,4.72,4.647,2.343,0.817,0.235,1.833,1.868,1.002,0.343,0.104
Japão,Argélia,60.202,21.851,17.947,6.417,5.819,2.608,0.772,0.172,11.85,10.207,4.643,1.427,0.374,10.686,9.352,4.241,1.33,0.314,6.967,5.935,2.716,0.874,0.199,3.248,2.928,1.361,0.405,0.104
Japão,Jordânia,73.367,15.979,10.654,3.835,2.992,1.285,0.376,0.08,8.983,7.423,3.148,0.904,0.192,10.984,8.934,3.764,1.063,0.229,9.177,7.459,3.091,0.829,0.22,5.919,4.723,1.986,0.533,0.11
Japão,Portugal,34.916,24.99,40.094,6.408,9.039,6.352,3.148,1.264,8.241,11.572,8.309,4.204,1.67,5.535,7.718,5.592,2.746,1.016,2.53,3.586,2.485,1.241,0.467,0.857,1.264,0.889,0.442,0.163
Japão,Colômbia,33.931,25.205,40.864,6.726,9.382,6.687,3.333,1.282,8.474,11.726,8.41,4.119,1.668,5.308,7.714,5.439,2.718,0.954,2.402,3.186,2.428,1.155,0.437,0.837,1.188,0.835,0.361,0.146
Japão,Uzbequistão,59.761,24.643,15.596,10.577,6.882,2.315,0.576,0.109,15.932,10.74,3.725,0.879,0.145,12.81,8.614,2.937,0.699,0.115,7.203,4.742,1.611,0.368,0.067,3.097,2.022,0.705,0.159,0.02
Japão,República Democrática do Congo,62.95,24.211,12.839,11.508,6.318,1.99,0.365,0.042,18.014,10.137,2.821,0.646,0.078,14.268,8.189,2.296,0.41,0.099,8.01,4.404,1.302,0.25,0.045,3.414,1.879,0.547,0.108,0.019
Japão,Inglaterra,26.056,27.632,46.312,10.464,13.537,9.337,4.231,1.461,9.374,12.56,8.357,3.915,1.333,4.513,5.788,3.984,1.864,0.624,1.437,1.925,1.306,0.57,0.184,0.403,0.476,0.356,0.156,0.05
